properties.nombre,properties.libres,timestamp
Estación,189,2022-07-18 15:26:45.478029
Illumbe,0,2022-07-18 15:26:45.478029
Katalunia,138,2022-07-18 15:26:45.478029
Kontxa,71,2022-07-18 15:26:45.478029
Kursaal,0,2022-07-18 15:26:45.478029
Okendo,339,2022-07-18 15:26:45.478029
Ondarreta,0,2022-07-18 15:26:45.478029
Pio XII,199,2022-07-18 15:26:45.478029
San Martin,69,2022-07-18 15:26:45.478029
Txofre,0,2022-07-18 15:26:45.478029
Zuatzu,0,2022-07-18 15:26:45.478029
Arcco,0,2022-07-18 16:33:48.059736
Atotxa,111,2022-07-18 16:33:48.059736
Boulevard,149,2022-07-18 16:33:48.059736
Buen Pastor,67,2022-07-18 16:33:48.059736
Easo,0,2022-07-18 16:33:48.059736
Estación,200,2022-07-18 16:33:48.059736
Illumbe,0,2022-07-18 16:33:48.059736
Katalunia,113,2022-07-18 16:33:48.059736
Kontxa,95,2022-07-18 16:33:48.059736
Kursaal,0,2022-07-18 16:33:48.059736
Okendo,329,2022-07-18 16:33:48.059736
Ondarreta,0,2022-07-18 16:33:48.059736
Pio XII,196,2022-07-18 16:33:48.059736
San Martin,22,2022-07-18 16:33:48.059736
Txofre,0,2022-07-18 16:33:48.059736
Zuatzu,0,2022-07-18 16:33:48.059736
Arcco,0,2022-07-18 17:28:59.846181
Atotxa,108,2022-07-18 17:28:59.846181
Boulevard,145,2022-07-18 17:28:59.846181
Buen Pastor,65,2022-07-18 17:28:59.846181
Easo,0,2022-07-18 17:28:59.846181
Estación,202,2022-07-18 17:28:59.846181
Illumbe,0,2022-07-18 17:28:59.846181
Katalunia,127,2022-07-18 17:28:59.846181
Kontxa,96,2022-07-18 17:28:59.846181
Kursaal,0,2022-07-18 17:28:59.846181
Okendo,335,2022-07-18 17:28:59.846181
Ondarreta,0,2022-07-18 17:28:59.846181
Pio XII,190,2022-07-18 17:28:59.846181
San Martin,34,2022-07-18 17:28:59.846181
Txofre,0,2022-07-18 17:28:59.846181
Zuatzu,0,2022-07-18 17:28:59.846181
Arcco,0,2022-07-18 18:25:48.964792
Atotxa,122,2022-07-18 18:25:48.964792
Boulevard,154,2022-07-18 18:25:48.964792
Buen Pastor,127,2022-07-18 18:25:48.964792
Easo,0,2022-07-18 18:25:48.964792
Estación,222,2022-07-18 18:25:48.964792
Illumbe,0,2022-07-18 18:25:48.964792
Katalunia,173,2022-07-18 18:25:48.964792
Kontxa,144,2022-07-18 18:25:48.964792
Kursaal,0,2022-07-18 18:25:48.964792
Okendo,378,2022-07-18 18:25:48.964792
Ondarreta,0,2022-07-18 18:25:48.964792
Pio XII,200,2022-07-18 18:25:48.964792
San Martin,79,2022-07-18 18:25:48.964792
Txofre,0,2022-07-18 18:25:48.964792
Zuatzu,0,2022-07-18 18:25:48.964792
Arcco,0,2022-07-18 19:17:40.583276
Atotxa,133,2022-07-18 19:17:40.583276
Boulevard,167,2022-07-18 19:17:40.583276
Buen Pastor,152,2022-07-18 19:17:40.583276
Easo,0,2022-07-18 19:17:40.583276
Estación,227,2022-07-18 19:17:40.583276
Illumbe,0,2022-07-18 19:17:40.583276
Katalunia,207,2022-07-18 19:17:40.583276
Kontxa,187,2022-07-18 19:17:40.583276
Kursaal,0,2022-07-18 19:17:40.583276
Okendo,399,2022-07-18 19:17:40.583276
Ondarreta,0,2022-07-18 19:17:40.583276
Pio XII,201,2022-07-18 19:17:40.583276
San Martin,120,2022-07-18 19:17:40.583276
Txofre,0,2022-07-18 19:17:40.583276
Zuatzu,0,2022-07-18 19:17:40.583276
Arcco,0,2022-07-18 20:23:09.264120
Atotxa,136,2022-07-18 20:23:09.264120
Boulevard,212,2022-07-18 20:23:09.264120
Buen Pastor,203,2022-07-18 20:23:09.264120
Easo,0,2022-07-18 20:23:09.264120
Estación,237,2022-07-18 20:23:09.264120
Illumbe,0,2022-07-18 20:23:09.264120
Katalunia,256,2022-07-18 20:23:09.264120
Kontxa,264,2022-07-18 20:23:09.264120
Kursaal,0,2022-07-18 20:23:09.264120
Okendo,423,2022-07-18 20:23:09.264120
Ondarreta,0,2022-07-18 20:23:09.264120
Pio XII,206,2022-07-18 20:23:09.264120
San Martin,171,2022-07-18 20:23:09.264120
Txofre,0,2022-07-18 20:23:09.264120
Zuatzu,0,2022-07-18 20:23:09.264120
Arcco,0,2022-07-18 21:19:23.562334
Atotxa,136,2022-07-18 21:19:23.562334
Boulevard,253,2022-07-18 21:19:23.562334
Buen Pastor,248,2022-07-18 21:19:23.562334
Easo,0,2022-07-18 21:19:23.562334
Estación,255,2022-07-18 21:19:23.562334
Illumbe,0,2022-07-18 21:19:23.562334
Katalunia,295,2022-07-18 21:19:23.562334
Kontxa,343,2022-07-18 21:19:23.562334
Kursaal,0,2022-07-18 21:19:23.562334
Okendo,465,2022-07-18 21:19:23.562334
Ondarreta,0,2022-07-18 21:19:23.562334
Pio XII,202,2022-07-18 21:19:23.562334
San Martin,197,2022-07-18 21:19:23.562334
Txofre,0,2022-07-18 21:19:23.562334
Zuatzu,0,2022-07-18 21:19:23.562334
Arcco,0,2022-07-18 22:22:24.805968
Atotxa,139,2022-07-18 22:22:24.805968
Boulevard,294,2022-07-18 22:22:24.805968
Buen Pastor,273,2022-07-18 22:22:24.805968
Easo,0,2022-07-18 22:22:24.805968
Estación,259,2022-07-18 22:22:24.805968
Illumbe,0,2022-07-18 22:22:24.805968
Katalunia,318,2022-07-18 22:22:24.805968
Kontxa,398,2022-07-18 22:22:24.805968
Kursaal,0,2022-07-18 22:22:24.805968
Okendo,492,2022-07-18 22:22:24.805968
Ondarreta,0,2022-07-18 22:22:24.805968
Pio XII,204,2022-07-18 22:22:24.805968
San Martin,215,2022-07-18 22:22:24.805968
Txofre,0,2022-07-18 22:22:24.805968
Zuatzu,0,2022-07-18 22:22:24.805968
Arcco,0,2022-07-18 23:21:08.233498
Atotxa,139,2022-07-18 23:21:08.233498
Boulevard,307,2022-07-18 23:21:08.233498
Buen Pastor,276,2022-07-18 23:21:08.233498
Easo,0,2022-07-18 23:21:08.233498
Estación,263,2022-07-18 23:21:08.233498
Illumbe,0,2022-07-18 23:21:08.233498
Katalunia,317,2022-07-18 23:21:08.233498
Kontxa,417,2022-07-18 23:21:08.233498
Kursaal,0,2022-07-18 23:21:08.233498
Okendo,500,2022-07-18 23:21:08.233498
Ondarreta,0,2022-07-18 23:21:08.233498
Pio XII,203,2022-07-18 23:21:08.233498
San Martin,220,2022-07-18 23:21:08.233498
Txofre,0,2022-07-18 23:21:08.233498
Zuatzu,0,2022-07-18 23:21:08.233498
Arcco,0,2022-07-19 02:23:57.139586
Atotxa,140,2022-07-19 02:23:57.139586
Boulevard,314,2022-07-19 02:23:57.139586
Buen Pastor,278,2022-07-19 02:23:57.139586
Easo,0,2022-07-19 02:23:57.139586
Estación,265,2022-07-19 02:23:57.139586
Illumbe,0,2022-07-19 02:23:57.139586
Katalunia,320,2022-07-19 02:23:57.139586
Kontxa,429,2022-07-19 02:23:57.139586
Kursaal,0,2022-07-19 02:23:57.139586
Okendo,512,2022-07-19 02:23:57.139586
Ondarreta,0,2022-07-19 02:23:57.139586
Pio XII,202,2022-07-19 02:23:57.139586
San Martin,222,2022-07-19 02:23:57.139586
Txofre,0,2022-07-19 02:23:57.139586
Zuatzu,0,2022-07-19 02:23:57.139586
Arcco,0,2022-07-19 04:23:31.180382
Atotxa,138,2022-07-19 04:23:31.180382
Boulevard,310,2022-07-19 04:23:31.180382
Buen Pastor,276,2022-07-19 04:23:31.180382
Easo,0,2022-07-19 04:23:31.180382
Estación,262,2022-07-19 04:23:31.180382
Illumbe,0,2022-07-19 04:23:31.180382
Katalunia,323,2022-07-19 04:23:31.180382
Kontxa,410,2022-07-19 04:23:31.180382
Kursaal,0,2022-07-19 04:23:31.180382
Okendo,512,2022-07-19 04:23:31.180382
Ondarreta,0,2022-07-19 04:23:31.180382
Pio XII,203,2022-07-19 04:23:31.180382
San Martin,218,2022-07-19 04:23:31.180382
Txofre,0,2022-07-19 04:23:31.180382
Zuatzu,0,2022-07-19 04:23:31.180382
Arcco,0,2022-07-19 05:47:32.158540
Atotxa,133,2022-07-19 05:47:32.158540
Boulevard,312,2022-07-19 05:47:32.158540
Buen Pastor,279,2022-07-19 05:47:32.158540
Easo,0,2022-07-19 05:47:32.158540
Estación,257,2022-07-19 05:47:32.158540
Illumbe,0,2022-07-19 05:47:32.158540
Katalunia,320,2022-07-19 05:47:32.158540
Kontxa,409,2022-07-19 05:47:32.158540
Kursaal,0,2022-07-19 05:47:32.158540
Okendo,512,2022-07-19 05:47:32.158540
Ondarreta,0,2022-07-19 05:47:32.158540
Pio XII,204,2022-07-19 05:47:32.158540
San Martin,213,2022-07-19 05:47:32.158540
Txofre,0,2022-07-19 05:47:32.158540
Zuatzu,0,2022-07-19 05:47:32.158540
Arcco,0,2022-07-19 06:27:43.395542
Atotxa,124,2022-07-19 06:27:43.395542
Boulevard,299,2022-07-19 06:27:43.395542
Buen Pastor,261,2022-07-19 06:27:43.395542
Easo,0,2022-07-19 06:27:43.395542
Estación,258,2022-07-19 06:27:43.395542
Illumbe,0,2022-07-19 06:27:43.395542
Katalunia,309,2022-07-19 06:27:43.395542
Kontxa,382,2022-07-19 06:27:43.395542
Kursaal,0,2022-07-19 06:27:43.395542
Okendo,464,2022-07-19 06:27:43.395542
Ondarreta,0,2022-07-19 06:27:43.395542
Pio XII,191,2022-07-19 06:27:43.395542
San Martin,190,2022-07-19 06:27:43.395542
Txofre,0,2022-07-19 06:27:43.395542
Zuatzu,0,2022-07-19 06:27:43.395542
Arcco,0,2022-07-19 07:20:43.119448
Atotxa,85,2022-07-19 07:20:43.119448
Boulevard,251,2022-07-19 07:20:43.119448
Buen Pastor,208,2022-07-19 07:20:43.119448
Easo,0,2022-07-19 07:20:43.119448
Estación,251,2022-07-19 07:20:43.119448
Illumbe,0,2022-07-19 07:20:43.119448
Katalunia,251,2022-07-19 07:20:43.119448
Kontxa,331,2022-07-19 07:20:43.119448
Kursaal,0,2022-07-19 07:20:43.119448
Okendo,394,2022-07-19 07:20:43.119448
Ondarreta,0,2022-07-19 07:20:43.119448
Pio XII,187,2022-07-19 07:20:43.119448
San Martin,138,2022-07-19 07:20:43.119448
Txofre,0,2022-07-19 07:20:43.119448
Zuatzu,0,2022-07-19 07:20:43.119448
Arcco,0,2022-07-19 08:27:34.199614
Atotxa,55,2022-07-19 08:27:34.199614
Boulevard,176,2022-07-19 08:27:34.199614
Buen Pastor,93,2022-07-19 08:27:34.199614
Easo,0,2022-07-19 08:27:34.199614
Estación,224,2022-07-19 08:27:34.199614
Illumbe,0,2022-07-19 08:27:34.199614
Katalunia,163,2022-07-19 08:27:34.199614
Kontxa,245,2022-07-19 08:27:34.199614
Kursaal,0,2022-07-19 08:27:34.199614
Okendo,325,2022-07-19 08:27:34.199614
Ondarreta,0,2022-07-19 08:27:34.199614
Pio XII,188,2022-07-19 08:27:34.199614
San Martin,65,2022-07-19 08:27:34.199614
Txofre,0,2022-07-19 08:27:34.199614
Zuatzu,0,2022-07-19 08:27:34.199614
Arcco,0,2022-07-19 09:23:31.426448
Atotxa,46,2022-07-19 09:23:31.426448
Boulevard,107,2022-07-19 09:23:31.426448
Buen Pastor,10,2022-07-19 09:23:31.426448
Easo,0,2022-07-19 09:23:31.426448
Estación,184,2022-07-19 09:23:31.426448
Illumbe,0,2022-07-19 09:23:31.426448
Katalunia,112,2022-07-19 09:23:31.426448
Kontxa,91,2022-07-19 09:23:31.426448
Kursaal,0,2022-07-19 09:23:31.426448
Okendo,232,2022-07-19 09:23:31.426448
Ondarreta,0,2022-07-19 09:23:31.426448
Pio XII,183,2022-07-19 09:23:31.426448
San Martin,0,2022-07-19 09:23:31.426448
Txofre,0,2022-07-19 09:23:31.426448
Zuatzu,0,2022-07-19 09:23:31.426448
Arcco,0,2022-07-19 10:26:22.906080
Atotxa,44,2022-07-19 10:26:22.906080
Boulevard,29,2022-07-19 10:26:22.906080
Buen Pastor,0,2022-07-19 10:26:22.906080
Easo,0,2022-07-19 10:26:22.906080
Estación,0,2022-07-19 10:26:22.906080
Illumbe,0,2022-07-19 10:26:22.906080
Katalunia,21,2022-07-19 10:26:22.906080
Kontxa,1,2022-07-19 10:26:22.906080
Kursaal,0,2022-07-19 10:26:22.906080
Okendo,89,2022-07-19 10:26:22.906080
Ondarreta,0,2022-07-19 10:26:22.906080
Pio XII,169,2022-07-19 10:26:22.906080
San Martin,0,2022-07-19 10:26:22.906080
Txofre,0,2022-07-19 10:26:22.906080
Zuatzu,0,2022-07-19 10:26:22.906080
Arcco,0,2022-07-19 11:18:40.230802
Atotxa,56,2022-07-19 11:18:40.230802
Boulevard,0,2022-07-19 11:18:40.230802
Buen Pastor,1,2022-07-19 11:18:40.230802
Easo,0,2022-07-19 11:18:40.230802
Estación,0,2022-07-19 11:18:40.230802
Illumbe,0,2022-07-19 11:18:40.230802
Katalunia,0,2022-07-19 11:18:40.230802
Kontxa,0,2022-07-19 11:18:40.230802
Kursaal,0,2022-07-19 11:18:40.230802
Okendo,25,2022-07-19 11:18:40.230802
Ondarreta,0,2022-07-19 11:18:40.230802
Pio XII,152,2022-07-19 11:18:40.230802
San Martin,0,2022-07-19 11:18:40.230802
Txofre,0,2022-07-19 11:18:40.230802
Zuatzu,0,2022-07-19 11:18:40.230802
Arcco,0,2022-07-19 12:46:12.270758
Atotxa,69,2022-07-19 12:46:12.270758
Boulevard,8,2022-07-19 12:46:12.270758
Buen Pastor,0,2022-07-19 12:46:12.270758
Easo,0,2022-07-19 12:46:12.270758
Estación,0,2022-07-19 12:46:12.270758
Illumbe,0,2022-07-19 12:46:12.270758
Katalunia,3,2022-07-19 12:46:12.270758
Kontxa,3,2022-07-19 12:46:12.270758
Kursaal,0,2022-07-19 12:46:12.270758
Okendo,10,2022-07-19 12:46:12.270758
Ondarreta,0,2022-07-19 12:46:12.270758
Pio XII,152,2022-07-19 12:46:12.270758
San Martin,0,2022-07-19 12:46:12.270758
Txofre,0,2022-07-19 12:46:12.270758
Zuatzu,0,2022-07-19 12:46:12.270758
Arcco,0,2022-07-19 13:46:30.187637
Atotxa,98,2022-07-19 13:46:30.187637
Boulevard,1,2022-07-19 13:46:30.187637
Buen Pastor,7,2022-07-19 13:46:30.187637
Easo,0,2022-07-19 13:46:30.187637
Estación,0,2022-07-19 13:46:30.187637
Illumbe,0,2022-07-19 13:46:30.187637
Katalunia,22,2022-07-19 13:46:30.187637
Kontxa,13,2022-07-19 13:46:30.187637
Kursaal,0,2022-07-19 13:46:30.187637
Okendo,37,2022-07-19 13:46:30.187637
Ondarreta,0,2022-07-19 13:46:30.187637
Pio XII,151,2022-07-19 13:46:30.187637
San Martin,3,2022-07-19 13:46:30.187637
Txofre,0,2022-07-19 13:46:30.187637
Zuatzu,0,2022-07-19 13:46:30.187637
Arcco,0,2022-07-19 14:20:16.295176
Atotxa,97,2022-07-19 14:20:16.295176
Boulevard,16,2022-07-19 14:20:16.295176
Buen Pastor,0,2022-07-19 14:20:16.295176
Easo,0,2022-07-19 14:20:16.295176
Estación,0,2022-07-19 14:20:16.295176
Illumbe,0,2022-07-19 14:20:16.295176
Katalunia,11,2022-07-19 14:20:16.295176
Kontxa,2,2022-07-19 14:20:16.295176
Kursaal,0,2022-07-19 14:20:16.295176
Okendo,53,2022-07-19 14:20:16.295176
Ondarreta,0,2022-07-19 14:20:16.295176
Pio XII,155,2022-07-19 14:20:16.295176
San Martin,16,2022-07-19 14:20:16.295176
Txofre,0,2022-07-19 14:20:16.295176
Zuatzu,0,2022-07-19 14:20:16.295176
Arcco,0,2022-07-19 15:25:56.636483
Atotxa,92,2022-07-19 15:25:56.636483
Boulevard,17,2022-07-19 15:25:56.636483
Buen Pastor,0,2022-07-19 15:25:56.636483
Easo,0,2022-07-19 15:25:56.636483
Estación,0,2022-07-19 15:25:56.636483
Illumbe,0,2022-07-19 15:25:56.636483
Katalunia,4,2022-07-19 15:25:56.636483
Kontxa,19,2022-07-19 15:25:56.636483
Kursaal,0,2022-07-19 15:25:56.636483
Okendo,75,2022-07-19 15:25:56.636483
Ondarreta,0,2022-07-19 15:25:56.636483
Pio XII,152,2022-07-19 15:25:56.636483
San Martin,1,2022-07-19 15:25:56.636483
Txofre,0,2022-07-19 15:25:56.636483
Zuatzu,0,2022-07-19 15:25:56.636483
Arcco,0,2022-07-19 16:35:22.551579
Atotxa,102,2022-07-19 16:35:22.551579
Boulevard,19,2022-07-19 16:35:22.551579
Buen Pastor,17,2022-07-19 16:35:22.551579
Easo,0,2022-07-19 16:35:22.551579
Estación,0,2022-07-19 16:35:22.551579
Illumbe,0,2022-07-19 16:35:22.551579
Katalunia,13,2022-07-19 16:35:22.551579
Kontxa,81,2022-07-19 16:35:22.551579
Kursaal,0,2022-07-19 16:35:22.551579
Okendo,130,2022-07-19 16:35:22.551579
Ondarreta,0,2022-07-19 16:35:22.551579
Pio XII,159,2022-07-19 16:35:22.551579
San Martin,12,2022-07-19 16:35:22.551579
Txofre,0,2022-07-19 16:35:22.551579
Zuatzu,0,2022-07-19 16:35:22.551579
Arcco,0,2022-07-19 17:31:56.778547
Atotxa,102,2022-07-19 17:31:56.778547
Boulevard,63,2022-07-19 17:31:56.778547
Buen Pastor,31,2022-07-19 17:31:56.778547
Easo,0,2022-07-19 17:31:56.778547
Estación,0,2022-07-19 17:31:56.778547
Illumbe,0,2022-07-19 17:31:56.778547
Katalunia,36,2022-07-19 17:31:56.778547
Kontxa,142,2022-07-19 17:31:56.778547
Kursaal,0,2022-07-19 17:31:56.778547
Okendo,181,2022-07-19 17:31:56.778547
Ondarreta,0,2022-07-19 17:31:56.778547
Pio XII,176,2022-07-19 17:31:56.778547
San Martin,19,2022-07-19 17:31:56.778547
Txofre,0,2022-07-19 17:31:56.778547
Zuatzu,0,2022-07-19 17:31:56.778547
Arcco,0,2022-07-19 18:29:14.605585
Atotxa,117,2022-07-19 18:29:14.605585
Boulevard,84,2022-07-19 18:29:14.605585
Buen Pastor,84,2022-07-19 18:29:14.605585
Easo,0,2022-07-19 18:29:14.605585
Estación,0,2022-07-19 18:29:14.605585
Illumbe,0,2022-07-19 18:29:14.605585
Katalunia,110,2022-07-19 18:29:14.605585
Kontxa,194,2022-07-19 18:29:14.605585
Kursaal,0,2022-07-19 18:29:14.605585
Okendo,262,2022-07-19 18:29:14.605585
Ondarreta,0,2022-07-19 18:29:14.605585
Pio XII,193,2022-07-19 18:29:14.605585
San Martin,62,2022-07-19 18:29:14.605585
Txofre,0,2022-07-19 18:29:14.605585
Zuatzu,0,2022-07-19 18:29:14.605585
Arcco,0,2022-07-19 19:17:27.535749
Atotxa,120,2022-07-19 19:17:27.535749
Boulevard,110,2022-07-19 19:17:27.535749
Buen Pastor,121,2022-07-19 19:17:27.535749
Easo,0,2022-07-19 19:17:27.535749
Estación,0,2022-07-19 19:17:27.535749
Illumbe,0,2022-07-19 19:17:27.535749
Katalunia,169,2022-07-19 19:17:27.535749
Kontxa,228,2022-07-19 19:17:27.535749
Kursaal,0,2022-07-19 19:17:27.535749
Okendo,326,2022-07-19 19:17:27.535749
Ondarreta,0,2022-07-19 19:17:27.535749
Pio XII,201,2022-07-19 19:17:27.535749
San Martin,115,2022-07-19 19:17:27.535749
Txofre,0,2022-07-19 19:17:27.535749
Zuatzu,0,2022-07-19 19:17:27.535749
Arcco,0,2022-07-19 20:23:44.367238
Atotxa,139,2022-07-19 20:23:44.367238
Boulevard,157,2022-07-19 20:23:44.367238
Buen Pastor,184,2022-07-19 20:23:44.367238
Easo,0,2022-07-19 20:23:44.367238
Estación,0,2022-07-19 20:23:44.367238
Illumbe,0,2022-07-19 20:23:44.367238
Katalunia,223,2022-07-19 20:23:44.367238
Kontxa,294,2022-07-19 20:23:44.367238
Kursaal,0,2022-07-19 20:23:44.367238
Okendo,407,2022-07-19 20:23:44.367238
Ondarreta,0,2022-07-19 20:23:44.367238
Pio XII,212,2022-07-19 20:23:44.367238
San Martin,169,2022-07-19 20:23:44.367238
Txofre,0,2022-07-19 20:23:44.367238
Zuatzu,0,2022-07-19 20:23:44.367238
Arcco,0,2022-07-19 21:20:25.266866
Atotxa,139,2022-07-19 21:20:25.266866
Boulevard,214,2022-07-19 21:20:25.266866
Buen Pastor,237,2022-07-19 21:20:25.266866
Easo,0,2022-07-19 21:20:25.266866
Estación,0,2022-07-19 21:20:25.266866
Illumbe,0,2022-07-19 21:20:25.266866
Katalunia,271,2022-07-19 21:20:25.266866
Kontxa,380,2022-07-19 21:20:25.266866
Kursaal,0,2022-07-19 21:20:25.266866
Okendo,457,2022-07-19 21:20:25.266866
Ondarreta,0,2022-07-19 21:20:25.266866
Pio XII,215,2022-07-19 21:20:25.266866
San Martin,205,2022-07-19 21:20:25.266866
Txofre,0,2022-07-19 21:20:25.266866
Zuatzu,0,2022-07-19 21:20:25.266866
Arcco,0,2022-07-19 22:21:52.922884
Atotxa,141,2022-07-19 22:21:52.922884
Boulevard,260,2022-07-19 22:21:52.922884
Buen Pastor,267,2022-07-19 22:21:52.922884
Easo,0,2022-07-19 22:21:52.922884
Estación,0,2022-07-19 22:21:52.922884
Illumbe,0,2022-07-19 22:21:52.922884
Katalunia,309,2022-07-19 22:21:52.922884
Kontxa,441,2022-07-19 22:21:52.922884
Kursaal,0,2022-07-19 22:21:52.922884
Okendo,486,2022-07-19 22:21:52.922884
Ondarreta,0,2022-07-19 22:21:52.922884
Pio XII,209,2022-07-19 22:21:52.922884
San Martin,222,2022-07-19 22:21:52.922884
Txofre,0,2022-07-19 22:21:52.922884
Zuatzu,0,2022-07-19 22:21:52.922884
Arcco,0,2022-07-19 23:21:59.612808
Atotxa,142,2022-07-19 23:21:59.612808
Boulevard,281,2022-07-19 23:21:59.612808
Buen Pastor,282,2022-07-19 23:21:59.612808
Easo,0,2022-07-19 23:21:59.612808
Estación,0,2022-07-19 23:21:59.612808
Illumbe,0,2022-07-19 23:21:59.612808
Katalunia,320,2022-07-19 23:21:59.612808
Kontxa,464,2022-07-19 23:21:59.612808
Kursaal,0,2022-07-19 23:21:59.612808
Okendo,504,2022-07-19 23:21:59.612808
Ondarreta,0,2022-07-19 23:21:59.612808
Pio XII,205,2022-07-19 23:21:59.612808
San Martin,226,2022-07-19 23:21:59.612808
Txofre,0,2022-07-19 23:21:59.612808
Zuatzu,0,2022-07-19 23:21:59.612808
Arcco,0,2022-07-20 02:10:04.897318
Atotxa,142,2022-07-20 02:10:04.897318
Boulevard,293,2022-07-20 02:10:04.897318
Buen Pastor,288,2022-07-20 02:10:04.897318
Easo,0,2022-07-20 02:10:04.897318
Estación,0,2022-07-20 02:10:04.897318
Illumbe,0,2022-07-20 02:10:04.897318
Katalunia,324,2022-07-20 02:10:04.897318
Kontxa,466,2022-07-20 02:10:04.897318
Kursaal,0,2022-07-20 02:10:04.897318
Okendo,508,2022-07-20 02:10:04.897318
Ondarreta,0,2022-07-20 02:10:04.897318
Pio XII,205,2022-07-20 02:10:04.897318
San Martin,233,2022-07-20 02:10:04.897318
Txofre,0,2022-07-20 02:10:04.897318
Zuatzu,0,2022-07-20 02:10:04.897318
Arcco,0,2022-07-20 04:01:32.172339
Atotxa,142,2022-07-20 04:01:32.172339
Boulevard,296,2022-07-20 04:01:32.172339
Buen Pastor,286,2022-07-20 04:01:32.172339
Easo,0,2022-07-20 04:01:32.172339
Estación,0,2022-07-20 04:01:32.172339
Illumbe,0,2022-07-20 04:01:32.172339
Katalunia,324,2022-07-20 04:01:32.172339
Kontxa,474,2022-07-20 04:01:32.172339
Kursaal,0,2022-07-20 04:01:32.172339
Okendo,499,2022-07-20 04:01:32.172339
Ondarreta,0,2022-07-20 04:01:32.172339
Pio XII,204,2022-07-20 04:01:32.172339
San Martin,232,2022-07-20 04:01:32.172339
Txofre,0,2022-07-20 04:01:32.172339
Zuatzu,0,2022-07-20 04:01:32.172339
Arcco,0,2022-07-20 05:27:22.099176
Atotxa,141,2022-07-20 05:27:22.099176
Boulevard,306,2022-07-20 05:27:22.099176
Buen Pastor,286,2022-07-20 05:27:22.099176
Easo,0,2022-07-20 05:27:22.099176
Estación,0,2022-07-20 05:27:22.099176
Illumbe,0,2022-07-20 05:27:22.099176
Katalunia,325,2022-07-20 05:27:22.099176
Kontxa,473,2022-07-20 05:27:22.099176
Kursaal,0,2022-07-20 05:27:22.099176
Okendo,498,2022-07-20 05:27:22.099176
Ondarreta,0,2022-07-20 05:27:22.099176
Pio XII,198,2022-07-20 05:27:22.099176
San Martin,225,2022-07-20 05:27:22.099176
Txofre,0,2022-07-20 05:27:22.099176
Zuatzu,0,2022-07-20 05:27:22.099176
Arcco,0,2022-07-20 06:28:26.114674
Atotxa,126,2022-07-20 06:28:26.114674
Boulevard,291,2022-07-20 06:28:26.114674
Buen Pastor,275,2022-07-20 06:28:26.114674
Easo,0,2022-07-20 06:28:26.114674
Estación,0,2022-07-20 06:28:26.114674
Illumbe,0,2022-07-20 06:28:26.114674
Katalunia,314,2022-07-20 06:28:26.114674
Kontxa,447,2022-07-20 06:28:26.114674
Kursaal,0,2022-07-20 06:28:26.114674
Okendo,468,2022-07-20 06:28:26.114674
Ondarreta,0,2022-07-20 06:28:26.114674
Pio XII,200,2022-07-20 06:28:26.114674
San Martin,194,2022-07-20 06:28:26.114674
Txofre,0,2022-07-20 06:28:26.114674
Zuatzu,0,2022-07-20 06:28:26.114674
Arcco,0,2022-07-20 07:20:50.069976
Atotxa,91,2022-07-20 07:20:50.069976
Boulevard,250,2022-07-20 07:20:50.069976
Buen Pastor,211,2022-07-20 07:20:50.069976
Easo,0,2022-07-20 07:20:50.069976
Estación,0,2022-07-20 07:20:50.069976
Illumbe,0,2022-07-20 07:20:50.069976
Katalunia,257,2022-07-20 07:20:50.069976
Kontxa,417,2022-07-20 07:20:50.069976
Kursaal,0,2022-07-20 07:20:50.069976
Okendo,408,2022-07-20 07:20:50.069976
Ondarreta,0,2022-07-20 07:20:50.069976
Pio XII,205,2022-07-20 07:20:50.069976
San Martin,158,2022-07-20 07:20:50.069976
Txofre,0,2022-07-20 07:20:50.069976
Zuatzu,0,2022-07-20 07:20:50.069976
Arcco,0,2022-07-20 08:30:00.549995
Atotxa,69,2022-07-20 08:30:00.549995
Boulevard,182,2022-07-20 08:30:00.549995
Buen Pastor,125,2022-07-20 08:30:00.549995
Easo,0,2022-07-20 08:30:00.549995
Estación,0,2022-07-20 08:30:00.549995
Illumbe,0,2022-07-20 08:30:00.549995
Katalunia,170,2022-07-20 08:30:00.549995
Kontxa,363,2022-07-20 08:30:00.549995
Kursaal,0,2022-07-20 08:30:00.549995
Okendo,325,2022-07-20 08:30:00.549995
Ondarreta,0,2022-07-20 08:30:00.549995
Pio XII,214,2022-07-20 08:30:00.549995
San Martin,80,2022-07-20 08:30:00.549995
Txofre,0,2022-07-20 08:30:00.549995
Zuatzu,0,2022-07-20 08:30:00.549995
Arcco,106,2022-07-20 09:22:18.134811
Atotxa,52,2022-07-20 09:22:18.134811
Boulevard,107,2022-07-20 09:22:18.134811
Buen Pastor,38,2022-07-20 09:22:18.134811
Easo,0,2022-07-20 09:22:18.134811
Estación,0,2022-07-20 09:22:18.134811
Illumbe,0,2022-07-20 09:22:18.134811
Katalunia,122,2022-07-20 09:22:18.134811
Kontxa,286,2022-07-20 09:22:18.134811
Kursaal,0,2022-07-20 09:22:18.134811
Okendo,262,2022-07-20 09:22:18.134811
Ondarreta,0,2022-07-20 09:22:18.134811
Pio XII,231,2022-07-20 09:22:18.134811
San Martin,24,2022-07-20 09:22:18.134811
Txofre,0,2022-07-20 09:22:18.134811
Zuatzu,0,2022-07-20 09:22:18.134811
Arcco,99,2022-07-20 10:25:48.549585
